,no,id,l1,l2,l3,l4,l5,slope,pow
1282,6,8,38,19,20,13,27,1.3824,0.83
1283,7,8,38,19,20,13,27,2.7648,1
1284,8,8,38,19,20,13,27,5.5296,1
1285,9,8,38,19,20,13,27,11.0592,1
1286,10,8,38,19,20,13,27,22.1184,1
1287,11,8,38,19,20,13,27,44.2368,1
1288,1,8,16,31,49,48,23,0.0432,0.07
1289,2,8,16,31,49,48,23,0.0864,0.08
1290,3,8,16,31,49,48,23,0.1728,0.14
1291,4,8,16,31,49,48,23,0.3456,0.19
1292,5,8,16,31,49,48,23,0.6912,0.49
1293,6,8,16,31,49,48,23,1.3824,1
1294,7,8,16,31,49,48,23,2.7648,1
1295,8,8,16,31,49,48,23,5.5296,1
1296,9,8,16,31,49,48,23,11.0592,1
1297,10,8,16,31,49,48,23,22.1184,1
1298,11,8,16,31,49,48,23,44.2368,1
1299,1,8,56,54,12,42,53,0.0432,0.03
1300,2,8,56,54,12,42,53,0.0864,0.03
1301,3,8,56,54,12,42,53,0.1728,0.05
1302,4,8,56,54,12,42,53,0.3456,0.09
1303,5,8,56,54,12,42,53,0.6912,0.32
1304,6,8,56,54,12,42,53,1.3824,0.92
1305,7,8,56,54,12,42,53,2.7648,1
1306,8,8,56,54,12,42,53,5.5296,1
1307,9,8,56,54,12,42,53,11.0592,1
1308,10,8,56,54,12,42,53,22.1184,1
1309,11,8,56,54,12,42,53,44.2368,1
1310,1,8,35,41,26,23,19,0.0432,0.06
1311,2,8,35,41,26,23,19,0.0864,0.06
1312,3,8,35,41,26,23,19,0.1728,0.09
1313,4,8,35,41,26,23,19,0.3456,0.18
1314,5,8,35,41,26,23,19,0.6912,0.39
1315,6,8,35,41,26,23,19,1.3824,1
1316,7,8,35,41,26,23,19,2.7648,1
1317,8,8,35,41,26,23,19,5.5296,1
1318,9,8,35,41,26,23,19,11.0592,1
1319,10,8,35,41,26,23,19,22.1184,1
1320,11,8,35,41,26,23,19,44.2368,1
1321,1,9,50,43,61,14,58,0.0432,0.03
1322,2,9,50,43,61,14,58,0.0864,0.04
1323,3,9,50,43,61,14,58,0.1728,0.04
1324,4,9,50,43,61,14,58,0.3456,0.11
1325,5,9,50,43,61,14,58,0.6912,0.37
1326,6,9,50,43,61,14,58,1.3824,0.98
1327,7,9,50,43,61,14,58,2.7648,1
1328,8,9,50,43,61,14,58,5.5296,1
1329,9,9,50,43,61,14,58,11.0592,1
1330,10,9,50,43,61,14,58,22.1184,1
1331,11,9,50,43,61,14,58,44.2368,1
1332,1,9,35,56,54,48,37,0.0432,0.05
1333,2,9,35,56,54,48,37,0.0864,0.06
1334,3,9,35,56,54,48,37,0.1728,0.06
1335,4,9,35,56,54,48,37,0.3456,0.17
1336,5,9,35,56,54,48,37,0.6912,0.44
1337,6,9,35,56,54,48,37,1.3824,1
1338,7,9,35,56,54,48,37,2.7648,1
1339,8,9,35,56,54,48,37,5.5296,1
1340,9,9,35,56,54,48,37,11.0592,1
1341,10,9,35,56,54,48,37,22.1184,1
1342,11,9,35,56,54,48,37,44.2368,1
1343,1,9,21,26,31,27,14,0.0432,0.09
1344,2,9,21,26,31,27,14,0.0864,0.09
1345,3,9,21,26,31,27,14,0.1728,0.11
1346,4,9,21,26,31,27,14,0.3456,0.15
1347,5,9,21,26,31,27,14,0.6912,0.51
1348,6,9,21,26,31,27,14,1.3824,1
1349,7,9,21,26,31,27,14,2.7648,1
1350,8,9,21,26,31,27,14,5.5296,1
1351,9,9,21,26,31,27,14,11.0592,1
1352,10,9,21,26,31,27,14,22.1184,1
1353,11,9,21,26,31,27,14,44.2368,1
1354,1,9,55,42,18,51,27,0.0432,0.04
1355,2,9,55,42,18,51,27,0.0864,0.07
1356,3,9,55,42,18,51,27,0.1728,0.11
1357,4,9,55,42,18,51,27,0.3456,0.19
1358,5,9,55,42,18,51,27,0.6912,0.48
1359,6,9,55,42,18,51,27,1.3824,1
1360,7,9,55,42,18,51,27,2.7648,1
1361,8,9,55,42,18,51,27,5.5296,1
1362,9,9,55,42,18,51,27,11.0592,1
1363,10,9,55,42,18,51,27,22.1184,1
1364,11,9,55,42,18,51,27,44.2368,1
1365,1,9,44,15,31,33,51,0.0432,0.07
1366,2,9,44,15,31,33,51,0.0864,0.09
1367,3,9,44,15,31,33,51,0.1728,0.12
1368,4,9,44,15,31,33,51,0.3456,0.18
1369,5,9,44,15,31,33,51,0.6912,0.46
1370,6,9,44,15,31,33,51,1.3824,1
1371,7,9,44,15,31,33,51,2.7648,1
1372,8,9,44,15,31,33,51,5.5296,1
1373,9,9,44,15,31,33,51,11.0592,1
1374,10,9,44,15,31,33,51,22.1184,1
1375,11,9,44,15,31,33,51,44.2368,1
1376,1,9,54,56,42,61,62,0.0432,0.03
1377,2,9,54,56,42,61,62,0.0864,0.03
1378,3,9,54,56,42,61,62,0.1728,0.04
1379,4,9,54,56,42,61,62,0.3456,0.15
1380,5,9,54,56,42,61,62,0.6912,0.48
1381,6,9,54,56,42,61,62,1.3824,1
1382,7,9,54,56,42,61,62,2.7648,1
1383,8,9,54,56,42,61,62,5.5296,1
1384,9,9,54,56,42,61,62,11.0592,1
1385,10,9,54,56,42,61,62,22.1184,1
1386,11,9,54,56,42,61,62,44.2368,1
1387,1,9,25,61,15,28,53,0.0432,0.07
1388,2,9,25,61,15,28,53,0.0864,0.08
1389,3,9,25,61,15,28,53,0.1728,0.1
1390,4,9,25,61,15,28,53,0.3456,0.12
1391,5,9,25,61,15,28,53,0.6912,0.23
1392,6,9,25,61,15,28,53,1.3824,0.66
1393,7,9,25,61,15,28,53,2.7648,1
1394,8,9,25,61,15,28,53,5.5296,1
1395,9,9,25,61,15,28,53,11.0592,1
1396,10,9,25,61,15,28,53,22.1184,1
1397,11,9,25,61,15,28,53,44.2368,1
1398,1,9,30,16,49,54,57,0.0432,0.04
1399,2,9,30,16,49,54,57,0.0864,0.05
1400,3,9,30,16,49,54,57,0.1728,0.05
1401,4,9,30,16,49,54,57,0.3456,0.13
1402,5,9,30,16,49,54,57,0.6912,0.41
1403,6,9,30,16,49,54,57,1.3824,0.99
1404,7,9,30,16,49,54,57,2.7648,1
1405,8,9,30,16,49,54,57,5.5296,1
1406,9,9,30,16,49,54,57,11.0592,1
1407,10,9,30,16,49,54,57,22.1184,1
1408,11,9,30,16,49,54,57,44.2368,1
1409,1,9,22,56,37,24,19,0.0432,0.09
1410,2,9,22,56,37,24,19,0.0864,0.1
1411,3,9,22,56,37,24,19,0.1728,0.12
1412,4,9,22,56,37,24,19,0.3456,0.17
1413,5,9,22,56,37,24,19,0.6912,0.48
1414,6,9,22,56,37,24,19,1.3824,1
1415,7,9,22,56,37,24,19,2.7648,1
1416,8,9,22,56,37,24,19,5.5296,1
1417,9,9,22,56,37,24,19,11.0592,1
1418,10,9,22,56,37,24,19,22.1184,1
1419,11,9,22,56,37,24,19,44.2368,1
1420,1,9,55,15,53,22,31,0.0432,0.06
1421,2,9,55,15,53,22,31,0.0864,0.06
1422,3,9,55,15,53,22,31,0.1728,0.08
1423,4,9,55,15,53,22,31,0.3456,0.13
1424,5,9,55,15,53,22,31,0.6912,0.27
1425,6,9,55,15,53,22,31,1.3824,0.95
1426,7,9,55,15,53,22,31,2.7648,1
1427,8,9,55,15,53,22,31,5.5296,1
1428,9,9,55,15,53,22,31,11.0592,1
1429,10,9,55,15,53,22,31,22.1184,1
1430,11,9,55,15,53,22,31,44.2368,1
1431,1,9,57,22,61,40,26,0.0432,0.06
1432,2,9,57,22,61,40,26,0.0864,0.09
1433,3,9,57,22,61,40,26,0.1728,0.13
1434,4,9,57,22,61,40,26,0.3456,0.21
1435,5,9,57,22,61,40,26,0.6912,0.64
1436,6,9,57,22,61,40,26,1.3824,1
1437,7,9,57,22,61,40,26,2.7648,1
1438,8,9,57,22,61,40,26,5.5296,1
1439,9,9,57,22,61,40,26,11.0592,1
1440,10,9,57,22,61,40,26,22.1184,1
1441,11,9,57,22,61,40,26,44.2368,1
1442,1,9,49,32,57,16,33,0.0432,0.03
1443,2,9,49,32,57,16,33,0.0864,0.05
1444,3,9,49,32,57,16,33,0.1728,0.08
1445,4,9,49,32,57,16,33,0.3456,0.13
1446,5,9,49,32,57,16,33,0.6912,0.44
1447,6,9,49,32,57,16,33,1.3824,1
1448,7,9,49,32,57,16,33,2.7648,1
1449,8,9,49,32,57,16,33,5.5296,1
1450,9,9,49,32,57,16,33,11.0592,1
1451,10,9,49,32,57,16,33,22.1184,1
1452,11,9,49,32,57,16,33,44.2368,1
1453,1,9,59,64,62,46,50,0.0432,0.02
1454,2,9,59,64,62,46,50,0.0864,0.04
1455,3,9,59,64,62,46,50,0.1728,0.07
1456,4,9,59,64,62,46,50,0.3456,0.11
1457,5,9,59,64,62,46,50,0.6912,0.34
1458,6,9,59,64,62,46,50,1.3824,1
1459,7,9,59,64,62,46,50,2.7648,1
1460,8,9,59,64,62,46,50,5.5296,1
1461,9,9,59,64,62,46,50,11.0592,1
1462,10,9,59,64,62,46,50,22.1184,1
1463,11,9,59,64,62,46,50,44.2368,1
1464,1,9,52,61,56,37,26,0.0432,0.02
1465,2,9,52,61,56,37,26,0.0864,0.07
1466,3,9,52,61,56,37,26,0.1728,0.07
1467,4,9,52,61,56,37,26,0.3456,0.19
1468,5,9,52,61,56,37,26,0.6912,0.65
1469,6,9,52,61,56,37,26,1.3824,1
1470,7,9,52,61,56,37,26,2.7648,1
1471,8,9,52,61,56,37,26,5.5296,1
1472,9,9,52,61,56,37,26,11.0592,1
1473,10,9,52,61,56,37,26,22.1184,1
1474,11,9,52,61,56,37,26,44.2368,1
1475,1,9,27,43,28,21,22,0.0432,0.04
1476,2,9,27,43,28,21,22,0.0864,0.05
1477,3,9,27,43,28,21,22,0.1728,0.07
1478,4,9,27,43,28,21,22,0.3456,0.13
1479,5,9,27,43,28,21,22,0.6912,0.35
1480,6,9,27,43,28,21,22,1.3824,0.99
1481,7,9,27,43,28,21,22,2.7648,1
1482,8,9,27,43,28,21,22,5.5296,1
1483,9,9,27,43,28,21,22,11.0592,1
1484,10,9,27,43,28,21,22,22.1184,1
1485,11,9,27,43,28,21,22,44.2368,1
1486,1,10,40,23,15,19,62,0.0432,0.02
1487,2,10,40,23,15,19,62,0.0864,0.03
1488,3,10,40,23,15,19,62,0.1728,0.12
1489,4,10,40,23,15,19,62,0.3456,0.25
1490,5,10,40,23,15,19,62,0.6912,0.79
1491,6,10,40,23,15,19,62,1.3824,1
1492,7,10,40,23,15,19,62,2.7648,1
1493,8,10,40,23,15,19,62,5.5296,1
1494,9,10,40,23,15,19,62,11.0592,1
1495,10,10,40,23,15,19,62,22.1184,1
1496,11,10,40,23,15,19,62,44.2368,1
1497,1,10,28,61,13,37,55,0.0432,0.06
1498,2,10,28,61,13,37,55,0.0864,0.12
1499,3,10,28,61,13,37,55,0.1728,0.16
1500,4,10,28,61,13,37,55,0.3456,0.26
1501,5,10,28,61,13,37,55,0.6912,0.49
1502,6,10,28,61,13,37,55,1.3824,1
1503,7,10,28,61,13,37,55,2.7648,1
1504,8,10,28,61,13,37,55,5.5296,1
1505,9,10,28,61,13,37,55,11.0592,1
1506,10,10,28,61,13,37,55,22.1184,1
1507,11,10,28,61,13,37,55,44.2368,1
1508,1,10,12,23,56,21,22,0.0432,0.1
1509,2,10,12,23,56,21,22,0.0864,0.09
1510,3,10,12,23,56,21,22,0.1728,0.12
1511,4,10,12,23,56,21,22,0.3456,0.16
1512,5,10,12,23,56,21,22,0.6912,0.44
1513,6,10,12,23,56,21,22,1.3824,1
1514,7,10,12,23,56,21,22,2.7648,1
1515,8,10,12,23,56,21,22,5.5296,1
1516,9,10,12,23,56,21,22,11.0592,1
1517,10,10,12,23,56,21,22,22.1184,1
1518,11,10,12,23,56,21,22,44.2368,1
1519,1,10,57,23,14,11,51,0.0432,0.03
1520,2,10,57,23,14,11,51,0.0864,0.05
1521,3,10,57,23,14,11,51,0.1728,0.06
1522,4,10,57,23,14,11,51,0.3456,0.15
1523,5,10,57,23,14,11,51,0.6912,0.62
1524,6,10,57,23,14,11,51,1.3824,1
1525,7,10,57,23,14,11,51,2.7648,1
1526,8,10,57,23,14,11,51,5.5296,1
1527,9,10,57,23,14,11,51,11.0592,1
1528,10,10,57,23,14,11,51,22.1184,1
1529,11,10,57,23,14,11,51,44.2368,1
1530,1,10,44,59,24,20,47,0.0432,0.07
1531,2,10,44,59,24,20,47,0.0864,0.07
1532,3,10,44,59,24,20,47,0.1728,0.12
1533,4,10,44,59,24,20,47,0.3456,0.31
1534,5,10,44,59,24,20,47,0.6912,0.65
1535,6,10,44,59,24,20,47,1.3824,1
1536,7,10,44,59,24,20,47,2.7648,1
1537,8,10,44,59,24,20,47,5.5296,1
1538,9,10,44,59,24,20,47,11.0592,1
1539,10,10,44,59,24,20,47,22.1184,1
1540,11,10,44,59,24,20,47,44.2368,1
1541,1,10,46,61,35,62,19,0.0432,0.01
1542,2,10,46,61,35,62,19,0.0864,0.01
1543,3,10,46,61,35,62,19,0.1728,0.04
1544,4,10,46,61,35,62,19,0.3456,0.14
1545,5,10,46,61,35,62,19,0.6912,0.49
1546,6,10,46,61,35,62,19,1.3824,0.99
1547,7,10,46,61,35,62,19,2.7648,1
1548,8,10,46,61,35,62,19,5.5296,1
1549,9,10,46,61,35,62,19,11.0592,1
1550,10,10,46,61,35,62,19,22.1184,1
1551,11,10,46,61,35,62,19,44.2368,1
1552,1,10,12,25,59,61,48,0.0432,0.06
1553,2,10,12,25,59,61,48,0.0864,0.07
1554,3,10,12,25,59,61,48,0.1728,0.1
1555,4,10,12,25,59,61,48,0.3456,0.2
1556,5,10,12,25,59,61,48,0.6912,0.7
1557,6,10,12,25,59,61,48,1.3824,1
1558,7,10,12,25,59,61,48,2.7648,1
1559,8,10,12,25,59,61,48,5.5296,1
1560,9,10,12,25,59,61,48,11.0592,1
1561,10,10,12,25,59,61,48,22.1184,1
1562,11,10,12,25,59,61,48,44.2368,1
1563,1,10,30,56,24,59,32,0.0432,0.06
1564,2,10,30,56,24,59,32,0.0864,0.07
1565,3,10,30,56,24,59,32,0.1728,0.08
1566,4,10,30,56,24,59,32,0.3456,0.17
1567,5,10,30,56,24,59,32,0.6912,0.42
1568,6,10,30,56,24,59,32,1.3824,0.98
1569,7,10,30,56,24,59,32,2.7648,1
1570,8,10,30,56,24,59,32,5.5296,1
1571,9,10,30,56,24,59,32,11.0592,1
1572,10,10,30,56,24,59,32,22.1184,1
1573,11,10,30,56,24,59,32,44.2368,1
1574,1,10,58,16,25,34,31,0.0432,0.08
1575,2,10,58,16,25,34,31,0.0864,0.09
1576,3,10,58,16,25,34,31,0.1728,0.11
1577,4,10,58,16,25,34,31,0.3456,0.2
1578,5,10,58,16,25,34,31,0.6912,0.68
1579,6,10,58,16,25,34,31,1.3824,1
1580,7,10,58,16,25,34,31,2.7648,1
1581,8,10,58,16,25,34,31,5.5296,1
1582,9,10,58,16,25,34,31,11.0592,1
1583,10,10,58,16,25,34,31,22.1184,1
1584,11,10,58,16,25,34,31,44.2368,1
1585,1,10,25,52,41,43,51,0.0432,0.05
1586,2,10,25,52,41,43,51,0.0864,0.06
1587,3,10,25,52,41,43,51,0.1728,0.14
1588,4,10,25,52,41,43,51,0.3456,0.26
1589,5,10,25,52,41,43,51,0.6912,0.9
1590,6,10,25,52,41,43,51,1.3824,1
1591,7,10,25,52,41,43,51,2.7648,1
1592,8,10,25,52,41,43,51,5.5296,1
1593,9,10,25,52,41,43,51,11.0592,1
1594,10,10,25,52,41,43,51,22.1184,1
1595,11,10,25,52,41,43,51,44.2368,1
1596,1,10,25,28,34,60,63,0.0432,0.08
1597,2,10,25,28,34,60,63,0.0864,0.11
1598,3,10,25,28,34,60,63,0.1728,0.13
1599,4,10,25,28,34,60,63,0.3456,0.28
1600,5,10,25,28,34,60,63,0.6912,0.61
1601,6,10,25,28,34,60,63,1.3824,1
1602,7,10,25,28,34,60,63,2.7648,1
1603,8,10,25,28,34,60,63,5.5296,1
1604,9,10,25,28,34,60,63,11.0592,1
1605,10,10,25,28,34,60,63,22.1184,1
1606,11,10,25,28,34,60,63,44.2368,1
1607,1,10,48,52,32,14,21,0.0432,0.1
1608,2,10,48,52,32,14,21,0.0864,0.1
1609,3,10,48,52,32,14,21,0.1728,0.14
1610,4,10,48,52,32,14,21,0.3456,0.22
1611,5,10,48,52,32,14,21,0.6912,0.44
1612,6,10,48,52,32,14,21,1.3824,0.99
1613,7,10,48,52,32,14,21,2.7648,1
1614,8,10,48,52,32,14,21,5.5296,1
1615,9,10,48,52,32,14,21,11.0592,1
1616,10,10,48,52,32,14,21,22.1184,1
1617,11,10,48,52,32,14,21,44.2368,1
1618,1,10,38,64,17,12,14,0.0432,0.03
1619,2,10,38,64,17,12,14,0.0864,0.04
1620,3,10,38,64,17,12,14,0.1728,0.05
1621,4,10,38,64,17,12,14,0.3456,0.12
1622,5,10,38,64,17,12,14,0.6912,0.31
1623,6,10,38,64,17,12,14,1.3824,0.81
1624,7,10,38,64,17,12,14,2.7648,1
1625,8,10,38,64,17,12,14,5.5296,1
1626,9,10,38,64,17,12,14,11.0592,1
1627,10,10,38,64,17,12,14,22.1184,1
1628,11,10,38,64,17,12,14,44.2368,1
1629,1,10,31,27,44,49,29,0.0432,0.03
1630,2,10,31,27,44,49,29,0.0864,0.04
1631,3,10,31,27,44,49,29,0.1728,0.06
1632,4,10,31,27,44,49,29,0.3456,0.13
1633,5,10,31,27,44,49,29,0.6912,0.43
1634,6,10,31,27,44,49,29,1.3824,0.97
1635,7,10,31,27,44,49,29,2.7648,1
1636,8,10,31,27,44,49,29,5.5296,1
1637,9,10,31,27,44,49,29,11.0592,1
1638,10,10,31,27,44,49,29,22.1184,1
1639,11,10,31,27,44,49,29,44.2368,1
1640,1,10,30,17,18,15,44,0.0432,0.09
1641,2,10,30,17,18,15,44,0.0864,0.12
1642,3,10,30,17,18,15,44,0.1728,0.14
1643,4,10,30,17,18,15,44,0.3456,0.17
1644,5,10,30,17,18,15,44,0.6912,0.28
1645,6,10,30,17,18,15,44,1.3824,0.73
1646,7,10,30,17,18,15,44,2.7648,1
1647,8,10,30,17,18,15,44,5.5296,1
1648,9,10,30,17,18,15,44,11.0592,1
1649,10,10,30,17,18,15,44,22.1184,1
1650,11,10,30,17,18,15,44,44.2368,1
1651,1,11,28,38,61,29,37,0.0432,0.01
1652,2,11,28,38,61,29,37,0.0864,0.02
1653,3,11,28,38,61,29,37,0.1728,0.03
1654,4,11,28,38,61,29,37,0.3456,0.06
1655,5,11,28,38,61,29,37,0.6912,0.08
1656,6,11,28,38,61,29,37,1.3824,0.32
1657,7,11,28,38,61,29,37,2.7648,0.87
1658,8,11,28,38,61,29,37,5.5296,0.99
1659,9,11,28,38,61,29,37,11.0592,1
1660,10,11,28,38,61,29,37,22.1184,1
1661,11,11,28,38,61,29,37,44.2368,1
1662,1,11,52,64,18,15,14,0.0432,0.07
1663,2,11,52,64,18,15,14,0.0864,0.08
1664,3,11,52,64,18,15,14,0.1728,0.1
1665,4,11,52,64,18,15,14,0.3456,0.15
1666,5,11,52,64,18,15,14,0.6912,0.41
1667,6,11,52,64,18,15,14,1.3824,0.95
1668,7,11,52,64,18,15,14,2.7648,1
1669,8,11,52,64,18,15,14,5.5296,1
1670,9,11,52,64,18,15,14,11.0592,1
1671,10,11,52,64,18,15,14,22.1184,1
1672,11,11,52,64,18,15,14,44.2368,1
1673,1,11,27,12,46,62,13,0.0432,0.06
1674,2,11,27,12,46,62,13,0.0864,0.06
1675,3,11,27,12,46,62,13,0.1728,0.09
1676,4,11,27,12,46,62,13,0.3456,0.22
1677,5,11,27,12,46,62,13,0.6912,0.47
1678,6,11,27,12,46,62,13,1.3824,0.98
1679,7,11,27,12,46,62,13,2.7648,1
1680,8,11,27,12,46,62,13,5.5296,1
1681,9,11,27,12,46,62,13,11.0592,1
1682,10,11,27,12,46,62,13,22.1184,1
1683,11,11,27,12,46,62,13,44.2368,1
1684,1,11,29,15,41,20,33,0.0432,0.05
1685,2,11,29,15,41,20,33,0.0864,0.05
1686,3,11,29,15,41,20,33,0.1728,0.06
1687,4,11,29,15,41,20,33,0.3456,0.09
1688,5,11,29,15,41,20,33,0.6912,0.23
1689,6,11,29,15,41,20,33,1.3824,0.74
1690,7,11,29,15,41,20,33,2.7648,1
1691,8,11,29,15,41,20,33,5.5296,1
1692,9,11,29,15,41,20,33,11.0592,1
1693,10,11,29,15,41,20,33,22.1184,1
1694,11,11,29,15,41,20,33,44.2368,1
1695,1,11,35,33,63,14,38,0.0432,0.07
1696,2,11,35,33,63,14,38,0.0864,0.07
1697,3,11,35,33,63,14,38,0.1728,0.1
1698,4,11,35,33,63,14,38,0.3456,0.14
1699,5,11,35,33,63,14,38,0.6912,0.28
1700,6,11,35,33,63,14,38,1.3824,0.77
1701,7,11,35,33,63,14,38,2.7648,1
1702,8,11,35,33,63,14,38,5.5296,1
1703,9,11,35,33,63,14,38,11.0592,1
1704,10,11,35,33,63,14,38,22.1184,1
1705,11,11,35,33,63,14,38,44.2368,1
1706,1,11,11,60,40,41,58,0.0432,0.04
1707,2,11,11,60,40,41,58,0.0864,0.05
1708,3,11,11,60,40,41,58,0.1728,0.07
1709,4,11,11,60,40,41,58,0.3456,0.16
1710,5,11,11,60,40,41,58,0.6912,0.42
1711,6,11,11,60,40,41,58,1.3824,1
1712,7,11,11,60,40,41,58,2.7648,1
1713,8,11,11,60,40,41,58,5.5296,1
1714,9,11,11,60,40,41,58,11.0592,1
1715,10,11,11,60,40,41,58,22.1184,1
1716,11,11,11,60,40,41,58,44.2368,1
1717,1,11,24,42,57,63,34,0.0432,0.05
1718,2,11,24,42,57,63,34,0.0864,0.07
1719,3,11,24,42,57,63,34,0.1728,0.11
1720,4,11,24,42,57,63,34,0.3456,0.17
1721,5,11,24,42,57,63,34,0.6912,0.45
1722,6,11,24,42,57,63,34,1.3824,0.97
1723,7,11,24,42,57,63,34,2.7648,1
1724,8,11,24,42,57,63,34,5.5296,1
1725,9,11,24,42,57,63,34,11.0592,1
1726,10,11,24,42,57,63,34,22.1184,1
1727,11,11,24,42,57,63,34,44.2368,1
1728,1,11,20,13,31,39,52,0.0432,0.07
1729,2,11,20,13,31,39,52,0.0864,0.07
1730,3,11,20,13,31,39,52,0.1728,0.11
1731,4,11,20,13,31,39,52,0.3456,0.15
1732,5,11,20,13,31,39,52,0.6912,0.42
1733,6,11,20,13,31,39,52,1.3824,1
1734,7,11,20,13,31,39,52,2.7648,1
1735,8,11,20,13,31,39,52,5.5296,1
1736,9,11,20,13,31,39,52,11.0592,1
1737,10,11,20,13,31,39,52,22.1184,1
1738,11,11,20,13,31,39,52,44.2368,1
1739,1,11,13,25,63,22,28,0.0432,0.08
1740,2,11,13,25,63,22,28,0.0864,0.09
1741,3,11,13,25,63,22,28,0.1728,0.09
1742,4,11,13,25,63,22,28,0.3456,0.12
1743,5,11,13,25,63,22,28,0.6912,0.26
1744,6,11,13,25,63,22,28,1.3824,0.77
1745,7,11,13,25,63,22,28,2.7648,1
1746,8,11,13,25,63,22,28,5.5296,1
1747,9,11,13,25,63,22,28,11.0592,1
1748,10,11,13,25,63,22,28,22.1184,1
1749,11,11,13,25,63,22,28,44.2368,1
1750,1,11,12,43,49,50,52,0.0432,0.05
1751,2,11,12,43,49,50,52,0.0864,0.05
1752,3,11,12,43,49,50,52,0.1728,0.11
1753,4,11,12,43,49,50,52,0.3456,0.2
1754,5,11,12,43,49,50,52,0.6912,0.54
1755,6,11,12,43,49,50,52,1.3824,1
1756,7,11,12,43,49,50,52,2.7648,1
1757,8,11,12,43,49,50,52,5.5296,1
1758,9,11,12,43,49,50,52,11.0592,1
1759,10,11,12,43,49,50,52,22.1184,1
1760,11,11,12,43,49,50,52,44.2368,1
1761,1,11,26,51,12,14,46,0.0432,0.11
1762,2,11,26,51,12,14,46,0.0864,0.12
1763,3,11,26,51,12,14,46,0.1728,0.15
1764,4,11,26,51,12,14,46,0.3456,0.24
1765,5,11,26,51,12,14,46,0.6912,0.57
1766,6,11,26,51,12,14,46,1.3824,1
1767,7,11,26,51,12,14,46,2.7648,1
1768,8,11,26,51,12,14,46,5.5296,1
1769,9,11,26,51,12,14,46,11.0592,1
1770,10,11,26,51,12,14,46,22.1184,1
1771,11,11,26,51,12,14,46,44.2368,1
1772,1,11,63,59,18,38,13,0.0432,0.06
1773,2,11,63,59,18,38,13,0.0864,0.06
1774,3,11,63,59,18,38,13,0.1728,0.09
1775,4,11,63,59,18,38,13,0.3456,0.13
1776,5,11,63,59,18,38,13,0.6912,0.24
1777,6,11,63,59,18,38,13,1.3824,0.73
1778,7,11,63,59,18,38,13,2.7648,1
1779,8,11,63,59,18,38,13,5.5296,1
1780,9,11,63,59,18,38,13,11.0592,1
1781,10,11,63,59,18,38,13,22.1184,1
1782,11,11,63,59,18,38,13,44.2368,1
1783,1,11,43,21,24,51,13,0.0432,0.03
1784,2,11,43,21,24,51,13,0.0864,0.03
1785,3,11,43,21,24,51,13,0.1728,0.05
1786,4,11,43,21,24,51,13,0.3456,0.09
1787,5,11,43,21,24,51,13,0.6912,0.42
1788,6,11,43,21,24,51,13,1.3824,0.95
1789,7,11,43,21,24,51,13,2.7648,1
1790,8,11,43,21,24,51,13,5.5296,1
1791,9,11,43,21,24,51,13,11.0592,1
1792,10,11,43,21,24,51,13,22.1184,1
1793,11,11,43,21,24,51,13,44.2368,1
1794,1,11,17,27,32,25,14,0.0432,0.07
1795,2,11,17,27,32,25,14,0.0864,0.08
1796,3,11,17,27,32,25,14,0.1728,0.1
1797,4,11,17,27,32,25,14,0.3456,0.22
1798,5,11,17,27,32,25,14,0.6912,0.52
1799,6,11,17,27,32,25,14,1.3824,1
1800,7,11,17,27,32,25,14,2.7648,1
1801,8,11,17,27,32,25,14,5.5296,1
1802,9,11,17,27,32,25,14,11.0592,1
1803,10,11,17,27,32,25,14,22.1184,1
1804,11,11,17,27,32,25,14,44.2368,1
1805,1,11,43,42,51,38,57,0.0432,0.05
1806,2,11,43,42,51,38,57,0.0864,0.06
1807,3,11,43,42,51,38,57,0.1728,0.09
1808,4,11,43,42,51,38,57,0.3456,0.13
1809,5,11,43,42,51,38,57,0.6912,0.37
1810,6,11,43,42,51,38,57,1.3824,0.86
1811,7,11,43,42,51,38,57,2.7648,1
1812,8,11,43,42,51,38,57,5.5296,1
1813,9,11,43,42,51,38,57,11.0592,1
1814,10,11,43,42,51,38,57,22.1184,1
1815,11,11,43,42,51,38,57,44.2368,1
1816,1,12,39,55,42,27,24,0.0432,0.05
1817,2,12,39,55,42,27,24,0.0864,0.05
1818,3,12,39,55,42,27,24,0.1728,0.06
1819,4,12,39,55,42,27,24,0.3456,0.17
1820,5,12,39,55,42,27,24,0.6912,0.42
1821,6,12,39,55,42,27,24,1.3824,0.99
1822,7,12,39,55,42,27,24,2.7648,1
1823,8,12,39,55,42,27,24,5.5296,1
1824,9,12,39,55,42,27,24,11.0592,1
1825,10,12,39,55,42,27,24,22.1184,1
1826,11,12,39,55,42,27,24,44.2368,1
1827,1,12,30,64,26,25,44,0.0432,0.05
1828,2,12,30,64,26,25,44,0.0864,0.05
1829,3,12,30,64,26,25,44,0.1728,0.05
1830,4,12,30,64,26,25,44,0.3456,0.09
1831,5,12,30,64,26,25,44,0.6912,0.26
1832,6,12,30,64,26,25,44,1.3824,0.61
1833,7,12,30,64,26,25,44,2.7648,0.96
1834,8,12,30,64,26,25,44,5.5296,1
1835,9,12,30,64,26,25,44,11.0592,1
1836,10,12,30,64,26,25,44,22.1184,1
1837,11,12,30,64,26,25,44,44.2368,1
1838,1,12,53,35,49,26,39,0.0432,0.04
1839,2,12,53,35,49,26,39,0.0864,0.05
