"","no","id","l1","l2","l3","l4","l5","slope","pow"
"1120",7,11,64,12,61,43,55,41.6,1
"1121",1,11,15,62,33,61,55,0.52,0.1
"1122",2,11,15,62,33,61,55,1.04,0.13
"1123",3,11,15,62,33,61,55,2.08,0.18
"1124",4,11,15,62,33,61,55,5.2,0.44
"1125",5,11,15,62,33,61,55,10.4,0.72
"1126",6,11,15,62,33,61,55,20.8,0.95
"1127",7,11,15,62,33,61,55,41.6,1
"1128",1,11,33,47,31,38,54,0.52,0.05
"1129",2,11,33,47,31,38,54,1.04,0.09
"1130",3,11,33,47,31,38,54,2.08,0.17
"1131",4,11,33,47,31,38,54,5.2,0.45
"1132",5,11,33,47,31,38,54,10.4,0.69
"1133",6,11,33,47,31,38,54,20.8,0.94
"1134",7,11,33,47,31,38,54,41.6,0.97
"1135",1,11,28,61,21,52,48,0.52,0.08
"1136",2,11,28,61,21,52,48,1.04,0.1
"1137",3,11,28,61,21,52,48,2.08,0.21
"1138",4,11,28,61,21,52,48,5.2,0.53
"1139",5,11,28,61,21,52,48,10.4,0.79
"1140",6,11,28,61,21,52,48,20.8,0.92
"1141",7,11,28,61,21,52,48,41.6,1
"1142",1,11,48,54,16,44,47,0.52,0.13
"1143",2,11,48,54,16,44,47,1.04,0.17
"1144",3,11,48,54,16,44,47,2.08,0.29
"1145",4,11,48,54,16,44,47,5.2,0.64
"1146",5,11,48,54,16,44,47,10.4,0.92
"1147",6,11,48,54,16,44,47,20.8,0.98
"1148",7,11,48,54,16,44,47,41.6,1
"1149",1,11,47,34,50,29,59,0.52,0.07
"1150",2,11,47,34,50,29,59,1.04,0.11
"1151",3,11,47,34,50,29,59,2.08,0.24
"1152",4,11,47,34,50,29,59,5.2,0.56
"1153",5,11,47,34,50,29,59,10.4,0.85
"1154",6,11,47,34,50,29,59,20.8,0.98
"1155",7,11,47,34,50,29,59,41.6,1
"1156",1,12,11,15,19,33,32,0.52,0.06
"1157",2,12,11,15,19,33,32,1.04,0.09
"1158",3,12,11,15,19,33,32,2.08,0.17
"1159",4,12,11,15,19,33,32,5.2,0.43
"1160",5,12,11,15,19,33,32,10.4,0.74
"1161",6,12,11,15,19,33,32,20.8,0.95
"1162",7,12,11,15,19,33,32,41.6,1
"1163",1,12,57,60,46,30,55,0.52,0.07
"1164",2,12,57,60,46,30,55,1.04,0.1
"1165",3,12,57,60,46,30,55,2.08,0.19
"1166",4,12,57,60,46,30,55,5.2,0.39
"1167",5,12,57,60,46,30,55,10.4,0.66
"1168",6,12,57,60,46,30,55,20.8,0.85
"1169",7,12,57,60,46,30,55,41.6,0.97
"1170",1,12,64,61,41,26,33,0.52,0.07
"1171",2,12,64,61,41,26,33,1.04,0.1
"1172",3,12,64,61,41,26,33,2.08,0.16
"1173",4,12,64,61,41,26,33,5.2,0.35
"1174",5,12,64,61,41,26,33,10.4,0.62
"1175",6,12,64,61,41,26,33,20.8,0.87
"1176",7,12,64,61,41,26,33,41.6,0.97
"1177",1,12,60,29,19,32,64,0.52,0.08
"1178",2,12,60,29,19,32,64,1.04,0.09
"1179",3,12,60,29,19,32,64,2.08,0.13
"1180",4,12,60,29,19,32,64,5.2,0.48
"1181",5,12,60,29,19,32,64,10.4,0.7
"1182",6,12,60,29,19,32,64,20.8,0.92
"1183",7,12,60,29,19,32,64,41.6,0.97
"1184",1,12,28,57,64,29,46,0.52,0.06
"1185",2,12,28,57,64,29,46,1.04,0.06
"1186",3,12,28,57,64,29,46,2.08,0.09
"1187",4,12,28,57,64,29,46,5.2,0.23
"1188",5,12,28,57,64,29,46,10.4,0.46
"1189",6,12,28,57,64,29,46,20.8,0.74
"1190",7,12,28,57,64,29,46,41.6,0.9
"1191",1,12,23,40,55,56,31,0.52,0.39
"1192",2,12,23,40,55,56,31,1.04,0.45
"1193",3,12,23,40,55,56,31,2.08,0.62
"1194",4,12,23,40,55,56,31,5.2,0.82
"1195",5,12,23,40,55,56,31,10.4,0.92
"1196",6,12,23,40,55,56,31,20.8,0.99
"1197",7,12,23,40,55,56,31,41.6,0.99
"1198",1,12,56,19,15,42,24,0.52,0.1
"1199",2,12,56,19,15,42,24,1.04,0.13
"1200",3,12,56,19,15,42,24,2.08,0.27
"1201",4,12,56,19,15,42,24,5.2,0.52
"1202",5,12,56,19,15,42,24,10.4,0.78
"1203",6,12,56,19,15,42,24,20.8,0.97
"1204",7,12,56,19,15,42,24,41.6,0.99
"1205",1,12,46,59,21,28,31,0.52,0.08
"1206",2,12,46,59,21,28,31,1.04,0.1
"1207",3,12,46,59,21,28,31,2.08,0.14
"1208",4,12,46,59,21,28,31,5.2,0.23
"1209",5,12,46,59,21,28,31,10.4,0.5
"1210",6,12,46,59,21,28,31,20.8,0.76
"1211",7,12,46,59,21,28,31,41.6,0.94
"1212",1,12,48,52,63,31,39,0.52,0.08
"1213",2,12,48,52,63,31,39,1.04,0.1
"1214",3,12,48,52,63,31,39,2.08,0.23
"1215",4,12,48,52,63,31,39,5.2,0.67
"1216",5,12,48,52,63,31,39,10.4,0.87
"1217",6,12,48,52,63,31,39,20.8,0.98
"1218",7,12,48,52,63,31,39,41.6,1
"1219",1,12,15,43,28,33,52,0.52,0.09
"1220",2,12,15,43,28,33,52,1.04,0.11
"1221",3,12,15,43,28,33,52,2.08,0.16
"1222",4,12,15,43,28,33,52,5.2,0.46
"1223",5,12,15,43,28,33,52,10.4,0.7
"1224",6,12,15,43,28,33,52,20.8,0.91
"1225",7,12,15,43,28,33,52,41.6,0.99
"1226",1,12,24,33,58,40,13,0.52,0.26
"1227",2,12,24,33,58,40,13,1.04,0.34
"1228",3,12,24,33,58,40,13,2.08,0.5
"1229",4,12,24,33,58,40,13,5.2,0.76
"1230",5,12,24,33,58,40,13,10.4,0.9
"1231",6,12,24,33,58,40,13,20.8,0.98
"1232",7,12,24,33,58,40,13,41.6,0.99
"1233",1,12,39,53,44,16,11,0.52,0.08
"1234",2,12,39,53,44,16,11,1.04,0.11
"1235",3,12,39,53,44,16,11,2.08,0.16
"1236",4,12,39,53,44,16,11,5.2,0.44
"1237",5,12,39,53,44,16,11,10.4,0.77
"1238",6,12,39,53,44,16,11,20.8,0.95
"1239",7,12,39,53,44,16,11,41.6,0.98
"1240",1,12,44,12,22,59,38,0.52,0.04
"1241",2,12,44,12,22,59,38,1.04,0.06
"1242",3,12,44,12,22,59,38,2.08,0.15
"1243",4,12,44,12,22,59,38,5.2,0.53
"1244",5,12,44,12,22,59,38,10.4,0.84
"1245",6,12,44,12,22,59,38,20.8,0.98
"1246",7,12,44,12,22,59,38,41.6,1
"1247",1,12,53,54,13,58,33,0.52,0.1
"1248",2,12,53,54,13,58,33,1.04,0.1
"1249",3,12,53,54,13,58,33,2.08,0.17
"1250",4,12,53,54,13,58,33,5.2,0.38
"1251",5,12,53,54,13,58,33,10.4,0.66
"1252",6,12,53,54,13,58,33,20.8,0.92
"1253",7,12,53,54,13,58,33,41.6,0.98
"1254",1,12,38,29,52,32,17,0.52,0.09
"1255",2,12,38,29,52,32,17,1.04,0.13
"1256",3,12,38,29,52,32,17,2.08,0.21
"1257",4,12,38,29,52,32,17,5.2,0.53
"1258",5,12,38,29,52,32,17,10.4,0.78
"1259",6,12,38,29,52,32,17,20.8,0.97
"1260",7,12,38,29,52,32,17,41.6,1
"1261",1,13,25,54,57,51,15,0.52,0.09
"1262",2,13,25,54,57,51,15,1.04,0.1
"1263",3,13,25,54,57,51,15,2.08,0.15
"1264",4,13,25,54,57,51,15,5.2,0.22
"1265",5,13,25,54,57,51,15,10.4,0.4
"1266",6,13,25,54,57,51,15,20.8,0.61
"1267",7,13,25,54,57,51,15,41.6,0.8
"1268",1,13,16,49,63,26,53,0.52,0.06
"1269",2,13,16,49,63,26,53,1.04,0.09
"1270",3,13,16,49,63,26,53,2.08,0.16
"1271",4,13,16,49,63,26,53,5.2,0.38
"1272",5,13,16,49,63,26,53,10.4,0.6
"1273",6,13,16,49,63,26,53,20.8,0.86
"1274",7,13,16,49,63,26,53,41.6,0.91
"1275",1,13,24,29,27,50,16,0.52,0.08
"1276",2,13,24,29,27,50,16,1.04,0.08
"1277",3,13,24,29,27,50,16,2.08,0.11
"1278",4,13,24,29,27,50,16,5.2,0.29
"1279",5,13,24,29,27,50,16,10.4,0.52
"1280",6,13,24,29,27,50,16,20.8,0.71
"1281",7,13,24,29,27,50,16,41.6,0.8
"1282",1,13,37,12,57,35,60,0.52,0.1
"1283",2,13,37,12,57,35,60,1.04,0.13
"1284",3,13,37,12,57,35,60,2.08,0.14
"1285",4,13,37,12,57,35,60,5.2,0.23
"1286",5,13,37,12,57,35,60,10.4,0.42
"1287",6,13,37,12,57,35,60,20.8,0.69
"1288",7,13,37,12,57,35,60,41.6,0.8
"1289",1,13,63,41,47,11,12,0.52,0.03
"1290",2,13,63,41,47,11,12,1.04,0.04
"1291",3,13,63,41,47,11,12,2.08,0.07
"1292",4,13,63,41,47,11,12,5.2,0.15
"1293",5,13,63,41,47,11,12,10.4,0.24
"1294",6,13,63,41,47,11,12,20.8,0.54
"1295",7,13,63,41,47,11,12,41.6,0.76
"1296",1,13,32,18,34,59,13,0.52,0.08
"1297",2,13,32,18,34,59,13,1.04,0.08
"1298",3,13,32,18,34,59,13,2.08,0.15
"1299",4,13,32,18,34,59,13,5.2,0.28
"1300",5,13,32,18,34,59,13,10.4,0.57
"1301",6,13,32,18,34,59,13,20.8,0.78
"1302",7,13,32,18,34,59,13,41.6,0.9
"1303",1,13,16,27,40,49,39,0.52,0.09
"1304",2,13,16,27,40,49,39,1.04,0.1
"1305",3,13,16,27,40,49,39,2.08,0.15
"1306",4,13,16,27,40,49,39,5.2,0.37
"1307",5,13,16,27,40,49,39,10.4,0.61
"1308",6,13,16,27,40,49,39,20.8,0.79
"1309",7,13,16,27,40,49,39,41.6,0.91
"1310",1,13,15,59,49,39,52,0.52,0.06
"1311",2,13,15,59,49,39,52,1.04,0.06
"1312",3,13,15,59,49,39,52,2.08,0.08
"1313",4,13,15,59,49,39,52,5.2,0.27
"1314",5,13,15,59,49,39,52,10.4,0.53
"1315",6,13,15,59,49,39,52,20.8,0.73
"1316",7,13,15,59,49,39,52,41.6,0.86
"1317",1,13,39,13,43,41,63,0.52,0.08
"1318",2,13,39,13,43,41,63,1.04,0.11
"1319",3,13,39,13,43,41,63,2.08,0.21
"1320",4,13,39,13,43,41,63,5.2,0.36
"1321",5,13,39,13,43,41,63,10.4,0.54
"1322",6,13,39,13,43,41,63,20.8,0.68
"1323",7,13,39,13,43,41,63,41.6,0.83
"1324",1,13,26,46,49,28,21,0.52,0.09
"1325",2,13,26,46,49,28,21,1.04,0.11
"1326",3,13,26,46,49,28,21,2.08,0.17
"1327",4,13,26,46,49,28,21,5.2,0.34
"1328",5,13,26,46,49,28,21,10.4,0.56
"1329",6,13,26,46,49,28,21,20.8,0.73
"1330",7,13,26,46,49,28,21,41.6,0.9
"1331",1,13,50,41,30,15,34,0.52,0.13
"1332",2,13,50,41,30,15,34,1.04,0.14
"1333",3,13,50,41,30,15,34,2.08,0.21
"1334",4,13,50,41,30,15,34,5.2,0.38
"1335",5,13,50,41,30,15,34,10.4,0.59
"1336",6,13,50,41,30,15,34,20.8,0.73
"1337",7,13,50,41,30,15,34,41.6,0.89
"1338",1,13,50,48,59,38,44,0.52,0.06
"1339",2,13,50,48,59,38,44,1.04,0.13
"1340",3,13,50,48,59,38,44,2.08,0.19
"1341",4,13,50,48,59,38,44,5.2,0.39
"1342",5,13,50,48,59,38,44,10.4,0.63
"1343",6,13,50,48,59,38,44,20.8,0.83
"1344",7,13,50,48,59,38,44,41.6,0.95
"1345",1,13,41,62,50,31,15,0.52,0.03
"1346",2,13,41,62,50,31,15,1.04,0.07
"1347",3,13,41,62,50,31,15,2.08,0.12
"1348",4,13,41,62,50,31,15,5.2,0.26
"1349",5,13,41,62,50,31,15,10.4,0.45
"1350",6,13,41,62,50,31,15,20.8,0.69
"1351",7,13,41,62,50,31,15,41.6,0.84
"1352",1,13,53,34,41,50,58,0.52,0.05
"1353",2,13,53,34,41,50,58,1.04,0.05
"1354",3,13,53,34,41,50,58,2.08,0.08
"1355",4,13,53,34,41,50,58,5.2,0.25
"1356",5,13,53,34,41,50,58,10.4,0.55
"1357",6,13,53,34,41,50,58,20.8,0.7
"1358",7,13,53,34,41,50,58,41.6,0.91
"1359",1,13,57,63,61,59,47,0.52,0.04
"1360",2,13,57,63,61,59,47,1.04,0.05
"1361",3,13,57,63,61,59,47,2.08,0.05
"1362",4,13,57,63,61,59,47,5.2,0.07
"1363",5,13,57,63,61,59,47,10.4,0.2
"1364",6,13,57,63,61,59,47,20.8,0.5
"1365",7,13,57,63,61,59,47,41.6,0.71
"1366",1,14,40,20,37,60,43,0.52,0.07
"1367",2,14,40,20,37,60,43,1.04,0.11
"1368",3,14,40,20,37,60,43,2.08,0.2
"1369",4,14,40,20,37,60,43,5.2,0.66
"1370",5,14,40,20,37,60,43,10.4,0.7
"1371",6,14,40,20,37,60,43,20.8,0.81
"1372",7,14,40,20,37,60,43,41.6,0.91
"1373",1,14,46,34,20,18,57,0.52,0.08
"1374",2,14,46,34,20,18,57,1.04,0.12
"1375",3,14,46,34,20,18,57,2.08,0.2
"1376",4,14,46,34,20,18,57,5.2,0.51
"1377",5,14,46,34,20,18,57,10.4,0.68
"1378",6,14,46,34,20,18,57,20.8,0.83
"1379",7,14,46,34,20,18,57,41.6,0.94
"1380",1,14,33,12,54,56,53,0.52,0.13
"1381",2,14,33,12,54,56,53,1.04,0.18
"1382",3,14,33,12,54,56,53,2.08,0.32
"1383",4,14,33,12,54,56,53,5.2,0.56
"1384",5,14,33,12,54,56,53,10.4,0.74
"1385",6,14,33,12,54,56,53,20.8,0.87
"1386",7,14,33,12,54,56,53,41.6,0.95
"1387",1,14,56,13,27,28,41,0.52,0.11
"1388",2,14,56,13,27,28,41,1.04,0.16
"1389",3,14,56,13,27,28,41,2.08,0.27
"1390",4,14,56,13,27,28,41,5.2,0.59
"1391",5,14,56,13,27,28,41,10.4,0.75
"1392",6,14,56,13,27,28,41,20.8,0.89
"1393",7,14,56,13,27,28,41,41.6,0.98
"1394",1,14,39,13,51,12,32,0.52,0.08
"1395",2,14,39,13,51,12,32,1.04,0.12
"1396",3,14,39,13,51,12,32,2.08,0.25
"1397",4,14,39,13,51,12,32,5.2,0.56
"1398",5,14,39,13,51,12,32,10.4,0.73
"1399",6,14,39,13,51,12,32,20.8,0.83
"1400",7,14,39,13,51,12,32,41.6,0.92
"1401",1,14,17,28,34,60,59,0.52,0.14
"1402",2,14,17,28,34,60,59,1.04,0.16
"1403",3,14,17,28,34,60,59,2.08,0.2
"1404",4,14,17,28,34,60,59,5.2,0.58
"1405",5,14,17,28,34,60,59,10.4,0.71
"1406",6,14,17,28,34,60,59,20.8,0.83
"1407",7,14,17,28,34,60,59,41.6,0.93
"1408",1,14,56,61,25,57,24,0.52,0.1
"1409",2,14,56,61,25,57,24,1.04,0.13
"1410",3,14,56,61,25,57,24,2.08,0.25
"1411",4,14,56,61,25,57,24,5.2,0.6
"1412",5,14,56,61,25,57,24,10.4,0.73
"1413",6,14,56,61,25,57,24,20.8,0.82
"1414",7,14,56,61,25,57,24,41.6,0.96
"1415",1,14,16,31,20,23,38,0.52,0.07
"1416",2,14,16,31,20,23,38,1.04,0.13
"1417",3,14,16,31,20,23,38,2.08,0.25
"1418",4,14,16,31,20,23,38,5.2,0.62
"1419",5,14,16,31,20,23,38,10.4,0.76
"1420",6,14,16,31,20,23,38,20.8,0.81
"1421",7,14,16,31,20,23,38,41.6,0.93
"1422",1,14,54,21,13,51,26,0.52,0.09
"1423",2,14,54,21,13,51,26,1.04,0.11
"1424",3,14,54,21,13,51,26,2.08,0.28
"1425",4,14,54,21,13,51,26,5.2,0.56
"1426",5,14,54,21,13,51,26,10.4,0.76
"1427",6,14,54,21,13,51,26,20.8,0.85
"1428",7,14,54,21,13,51,26,41.6,0.96
"1429",1,14,18,46,11,22,63,0.52,0.08
"1430",2,14,18,46,11,22,63,1.04,0.12
"1431",3,14,18,46,11,22,63,2.08,0.25
"1432",4,14,18,46,11,22,63,5.2,0.58
"1433",5,14,18,46,11,22,63,10.4,0.7
"1434",6,14,18,46,11,22,63,20.8,0.85
"1435",7,14,18,46,11,22,63,41.6,0.94
"1436",1,14,56,37,29,20,46,0.52,0.08
"1437",2,14,56,37,29,20,46,1.04,0.09
"1438",3,14,56,37,29,20,46,2.08,0.21
"1439",4,14,56,37,29,20,46,5.2,0.53
"1440",5,14,56,37,29,20,46,10.4,0.72
"1441",6,14,56,37,29,20,46,20.8,0.83
"1442",7,14,56,37,29,20,46,41.6,0.91
"1443",1,14,60,26,62,53,33,0.52,0.11
"1444",2,14,60,26,62,53,33,1.04,0.15
"1445",3,14,60,26,62,53,33,2.08,0.29
"1446",4,14,60,26,62,53,33,5.2,0.61
"1447",5,14,60,26,62,53,33,10.4,0.74
"1448",6,14,60,26,62,53,33,20.8,0.84
"1449",7,14,60,26,62,53,33,41.6,0.94
"1450",1,14,20,19,29,31,26,0.52,0.06
"1451",2,14,20,19,29,31,26,1.04,0.09
"1452",3,14,20,19,29,31,26,2.08,0.18
"1453",4,14,20,19,29,31,26,5.2,0.5
"1454",5,14,20,19,29,31,26,10.4,0.66
"1455",6,14,20,19,29,31,26,20.8,0.85
"1456",7,14,20,19,29,31,26,41.6,0.95
"1457",1,14,19,58,60,63,47,0.52,0.08
"1458",2,14,19,58,60,63,47,1.04,0.09
"1459",3,14,19,58,60,63,47,2.08,0.19
"1460",4,14,19,58,60,63,47,5.2,0.54
"1461",5,14,19,58,60,63,47,10.4,0.77
"1462",6,14,19,58,60,63,47,20.8,0.9
"1463",7,14,19,58,60,63,47,41.6,0.98
"1464",1,14,40,62,19,53,44,0.52,0.1
"1465",2,14,40,62,19,53,44,1.04,0.13
"1466",3,14,40,62,19,53,44,2.08,0.29
"1467",4,14,40,62,19,53,44,5.2,0.57
"1468",5,14,40,62,19,53,44,10.4,0.75
"1469",6,14,40,62,19,53,44,20.8,0.89
"1470",7,14,40,62,19,53,44,41.6,0.99
"1471",1,15,52,25,54,15,32,0.52,0.06
"1472",2,15,52,25,54,15,32,1.04,0.09
"1473",3,15,52,25,54,15,32,2.08,0.21
"1474",4,15,52,25,54,15,32,5.2,0.5
"1475",5,15,52,25,54,15,32,10.4,0.71
"1476",6,15,52,25,54,15,32,20.8,0.91
"1477",7,15,52,25,54,15,32,41.6,0.97
"1478",1,15,44,12,51,15,46,0.52,0.05
"1479",2,15,44,12,51,15,46,1.04,0.08
"1480",3,15,44,12,51,15,46,2.08,0.16
"1481",4,15,44,12,51,15,46,5.2,0.52
"1482",5,15,44,12,51,15,46,10.4,0.78
"1483",6,15,44,12,51,15,46,20.8,0.94
"1484",7,15,44,12,51,15,46,41.6,0.99
"1485",1,15,34,23,40,24,52,0.52,0.06
"1486",2,15,34,23,40,24,52,1.04,0.09
"1487",3,15,34,23,40,24,52,2.08,0.2
"1488",4,15,34,23,40,24,52,5.2,0.58
"1489",5,15,34,23,40,24,52,10.4,0.78
"1490",6,15,34,23,40,24,52,20.8,0.96
"1491",7,15,34,23,40,24,52,41.6,1
"1492",1,15,58,46,52,26,30,0.52,0.04
"1493",2,15,58,46,52,26,30,1.04,0.09
"1494",3,15,58,46,52,26,30,2.08,0.17
"1495",4,15,58,46,52,26,30,5.2,0.55
"1496",5,15,58,46,52,26,30,10.4,0.81
"1497",6,15,58,46,52,26,30,20.8,0.94
"1498",7,15,58,46,52,26,30,41.6,0.99
"1499",1,15,52,17,48,60,55,0.52,0.07
"1500",2,15,52,17,48,60,55,1.04,0.09
"1501",3,15,52,17,48,60,55,2.08,0.2
"1502",4,15,52,17,48,60,55,5.2,0.42
"1503",5,15,52,17,48,60,55,10.4,0.61
"1504",6,15,52,17,48,60,55,20.8,0.82
"1505",7,15,52,17,48,60,55,41.6,0.94
"1506",1,15,31,32,43,16,19,0.52,0.09
"1507",2,15,31,32,43,16,19,1.04,0.15
"1508",3,15,31,32,43,16,19,2.08,0.25
"1509",4,15,31,32,43,16,19,5.2,0.59
"1510",5,15,31,32,43,16,19,10.4,0.82
"1511",6,15,31,32,43,16,19,20.8,0.94
"1512",7,15,31,32,43,16,19,41.6,1
"1513",1,15,57,52,62,39,29,0.52,0.07
"1514",2,15,57,52,62,39,29,1.04,0.09
"1515",3,15,57,52,62,39,29,2.08,0.15
"1516",4,15,57,52,62,39,29,5.2,0.35
"1517",5,15,57,52,62,39,29,10.4,0.61
"1518",6,15,57,52,62,39,29,20.8,0.73
"1519",7,15,57,52,62,39,29,41.6,0.94
"1520",1,15,44,57,53,29,21,0.52,0.08
"1521",2,15,44,57,53,29,21,1.04,0.1
"1522",3,15,44,57,53,29,21,2.08,0.13
"1523",4,15,44,57,53,29,21,5.2,0.31
"1524",5,15,44,57,53,29,21,10.4,0.54
"1525",6,15,44,57,53,29,21,20.8,0.73
"1526",7,15,44,57,53,29,21,41.6,0.92
"1527",1,15,34,49,47,30,12,0.52,0.09
"1528",2,15,34,49,47,30,12,1.04,0.11
"1529",3,15,34,49,47,30,12,2.08,0.15
"1530",4,15,34,49,47,30,12,5.2,0.45
"1531",5,15,34,49,47,30,12,10.4,0.68
"1532",6,15,34,49,47,30,12,20.8,0.89
"1533",7,15,34,49,47,30,12,41.6,0.96
"1534",1,15,20,17,32,62,55,0.52,0.07
"1535",2,15,20,17,32,62,55,1.04,0.08
"1536",3,15,20,17,32,62,55,2.08,0.2
"1537",4,15,20,17,32,62,55,5.2,0.41
"1538",5,15,20,17,32,62,55,10.4,0.71
"1539",6,15,20,17,32,62,55,20.8,0.86
"1540",7,15,20,17,32,62,55,41.6,0.96
"1541",1,15,50,24,31,27,14,0.52,0.11
"1542",2,15,50,24,31,27,14,1.04,0.14
"1543",3,15,50,24,31,27,14,2.08,0.21
"1544",4,15,50,24,31,27,14,5.2,0.5
"1545",5,15,50,24,31,27,14,10.4,0.7
"1546",6,15,50,24,31,27,14,20.8,0.84
"1547",7,15,50,24,31,27,14,41.6,0.99
"1548",1,15,25,64,26,59,11,0.52,0.11
"1549",2,15,25,64,26,59,11,1.04,0.16
"1550",3,15,25,64,26,59,11,2.08,0.25
"1551",4,15,25,64,26,59,11,5.2,0.57
"1552",5,15,25,64,26,59,11,10.4,0.78
"1553",6,15,25,64,26,59,11,20.8,0.92
"1554",7,15,25,64,26,59,11,41.6,0.99
"1555",1,15,49,42,63,50,23,0.52,0.09
"1556",2,15,49,42,63,50,23,1.04,0.15
"1557",3,15,49,42,63,50,23,2.08,0.25
"1558",4,15,49,42,63,50,23,5.2,0.57
"1559",5,15,49,42,63,50,23,10.4,0.81
"1560",6,15,49,42,63,50,23,20.8,0.92
"1561",7,15,49,42,63,50,23,41.6,0.96
"1562",1,15,37,55,22,51,15,0.52,0.03
"1563",2,15,37,55,22,51,15,1.04,0.08
"1564",3,15,37,55,22,51,15,2.08,0.15
"1565",4,15,37,55,22,51,15,5.2,0.53
"1566",5,15,37,55,22,51,15,10.4,0.74
"1567",6,15,37,55,22,51,15,20.8,0.94
"1568",7,15,37,55,22,51,15,41.6,1
"1569",1,15,56,41,47,17,57,0.52,0.1
"1570",2,15,56,41,47,17,57,1.04,0.14
"1571",3,15,56,41,47,17,57,2.08,0.24
"1572",4,15,56,41,47,17,57,5.2,0.43
"1573",5,15,56,41,47,17,57,10.4,0.61
"1574",6,15,56,41,47,17,57,20.8,0.85
"1575",7,15,56,41,47,17,57,41.6,0.97
"1576",1,16,51,34,41,59,63,0.52,0.1
"1577",2,16,51,34,41,59,63,1.04,0.13
"1578",3,16,51,34,41,59,63,2.08,0.29
"1579",4,16,51,34,41,59,63,5.2,0.76
"1580",5,16,51,34,41,59,63,10.4,0.94
"1581",6,16,51,34,41,59,63,20.8,1
"1582",7,16,51,34,41,59,63,41.6,1
"1583",1,16,43,61,35,17,64,0.52,0.09
"1584",2,16,43,61,35,17,64,1.04,0.12
"1585",3,16,43,61,35,17,64,2.08,0.28
"1586",4,16,43,61,35,17,64,5.2,0.72
"1587",5,16,43,61,35,17,64,10.4,0.88
"1588",6,16,43,61,35,17,64,20.8,0.99
"1589",7,16,43,61,35,17,64,41.6,1
"1590",1,16,29,34,57,52,59,0.52,0.06
"1591",2,16,29,34,57,52,59,1.04,0.13
"1592",3,16,29,34,57,52,59,2.08,0.25
"1593",4,16,29,34,57,52,59,5.2,0.57
"1594",5,16,29,34,57,52,59,10.4,0.91
"1595",6,16,29,34,57,52,59,20.8,0.99
"1596",7,16,29,34,57,52,59,41.6,0.99
"1597",1,16,26,63,54,60,35,0.52,0.12
"1598",2,16,26,63,54,60,35,1.04,0.18
"1599",3,16,26,63,54,60,35,2.08,0.36
"1600",4,16,26,63,54,60,35,5.2,0.72
"1601",5,16,26,63,54,60,35,10.4,0.85
"1602",6,16,26,63,54,60,35,20.8,0.96
"1603",7,16,26,63,54,60,35,41.6,0.99
"1604",1,16,57,20,55,54,34,0.52,0.04
"1605",2,16,57,20,55,54,34,1.04,0.08
"1606",3,16,57,20,55,54,34,2.08,0.21
"1607",4,16,57,20,55,54,34,5.2,0.55
"1608",5,16,57,20,55,54,34,10.4,0.79
"1609",6,16,57,20,55,54,34,20.8,0.92
"1610",7,16,57,20,55,54,34,41.6,1
"1611",1,16,55,12,63,11,18,0.52,0.14
"1612",2,16,55,12,63,11,18,1.04,0.17
"1613",3,16,55,12,63,11,18,2.08,0.25
"1614",4,16,55,12,63,11,18,5.2,0.53
"1615",5,16,55,12,63,11,18,10.4,0.81
"1616",6,16,55,12,63,11,18,20.8,0.95
"1617",7,16,55,12,63,11,18,41.6,1
"1618",1,16,37,18,26,49,52,0.52,0.1
"1619",2,16,37,18,26,49,52,1.04,0.19
"1620",3,16,37,18,26,49,52,2.08,0.3
"1621",4,16,37,18,26,49,52,5.2,0.69
"1622",5,16,37,18,26,49,52,10.4,0.91
"1623",6,16,37,18,26,49,52,20.8,0.99
"1624",7,16,37,18,26,49,52,41.6,1
"1625",1,16,21,42,56,54,49,0.52,0.23
"1626",2,16,21,42,56,54,49,1.04,0.32
"1627",3,16,21,42,56,54,49,2.08,0.47
"1628",4,16,21,42,56,54,49,5.2,0.77
"1629",5,16,21,42,56,54,49,10.4,0.91
"1630",6,16,21,42,56,54,49,20.8,0.99
"1631",7,16,21,42,56,54,49,41.6,1
"1632",1,16,11,21,32,55,29,0.52,0.04
"1633",2,16,11,21,32,55,29,1.04,0.09
"1634",3,16,11,21,32,55,29,2.08,0.23
"1635",4,16,11,21,32,55,29,5.2,0.61
"1636",5,16,11,21,32,55,29,10.4,0.83
"1637",6,16,11,21,32,55,29,20.8,0.98
"1638",7,16,11,21,32,55,29,41.6,1
"1639",1,16,34,59,60,47,61,0.52,0.04
"1640",2,16,34,59,60,47,61,1.04,0.12
"1641",3,16,34,59,60,47,61,2.08,0.3
"1642",4,16,34,59,60,47,61,5.2,0.69
"1643",5,16,34,59,60,47,61,10.4,0.88
"1644",6,16,34,59,60,47,61,20.8,0.97
"1645",7,16,34,59,60,47,61,41.6,1
"1646",1,16,40,23,13,35,52,0.52,0.08
"1647",2,16,40,23,13,35,52,1.04,0.16
"1648",3,16,40,23,13,35,52,2.08,0.32
"1649",4,16,40,23,13,35,52,5.2,0.71
"1650",5,16,40,23,13,35,52,10.4,0.91
"1651",6,16,40,23,13,35,52,20.8,0.99
"1652",7,16,40,23,13,35,52,41.6,1
"1653",1,16,52,15,39,30,21,0.52,0.09
"1654",2,16,52,15,39,30,21,1.04,0.12
"1655",3,16,52,15,39,30,21,2.08,0.24
"1656",4,16,52,15,39,30,21,5.2,0.61
"1657",5,16,52,15,39,30,21,10.4,0.83
"1658",6,16,52,15,39,30,21,20.8,0.99
