,no,id,l1,l2,l3,l4,l5,slope,pow
1189,1,8,0,0,0,0,0,0.0432,0
1190,2,8,0,0,0,0,0,0.0864,0
1191,3,8,0,0,0,0,0,0.1728,0
1192,4,8,0,0,0,0,0,0.3456,0
1193,5,8,0,0,0,0,0,0.6912,0
1194,6,8,0,0,0,0,0,1.3824,0
1195,7,8,0,0,0,0,0,2.7648,0
1196,8,8,0,0,0,0,0,5.5296,0
1197,9,8,0,0,0,0,0,11.0592,0
1198,10,8,0,0,0,0,0,22.1184,0
1199,11,8,0,0,0,0,0,44.2368,0
1200,1,8,0,0,0,0,0,0.0432,0
1201,2,8,0,0,0,0,0,0.0864,0
1202,3,8,0,0,0,0,0,0.1728,0
1203,4,8,0,0,0,0,0,0.3456,0
1204,5,8,0,0,0,0,0,0.6912,0
1205,6,8,0,0,0,0,0,1.3824,0
1206,7,8,0,0,0,0,0,2.7648,0
1207,8,8,0,0,0,0,0,5.5296,0
1208,9,8,0,0,0,0,0,11.0592,0
1209,10,8,0,0,0,0,0,22.1184,0
1210,11,8,0,0,0,0,0,44.2368,0
1211,1,8,0,0,0,0,0,0.0432,0
1212,2,8,0,0,0,0,0,0.0864,0
1213,3,8,0,0,0,0,0,0.1728,0
1214,4,8,0,0,0,0,0,0.3456,0
1215,5,8,0,0,0,0,0,0.6912,0
1216,6,8,0,0,0,0,0,1.3824,0
1217,7,8,0,0,0,0,0,2.7648,0
1218,8,8,0,0,0,0,0,5.5296,0
1219,9,8,0,0,0,0,0,11.0592,0
1220,10,8,0,0,0,0,0,22.1184,0
1221,11,8,0,0,0,0,0,44.2368,0
1222,1,8,0,0,0,0,0,0.0432,0
1223,2,8,0,0,0,0,0,0.0864,0
1224,3,8,0,0,0,0,0,0.1728,0
1225,4,8,0,0,0,0,0,0.3456,0
1226,5,8,0,0,0,0,0,0.6912,0
1227,6,8,0,0,0,0,0,1.3824,0
1228,7,8,0,0,0,0,0,2.7648,0
1229,8,8,0,0,0,0,0,5.5296,0
1230,9,8,0,0,0,0,0,11.0592,0
1231,10,8,0,0,0,0,0,22.1184,0
1232,11,8,0,0,0,0,0,44.2368,0
1233,1,8,0,0,0,0,0,0.0432,0
1234,2,8,0,0,0,0,0,0.0864,0
1235,3,8,0,0,0,0,0,0.1728,0
1236,4,8,0,0,0,0,0,0.3456,0
1237,5,8,0,0,0,0,0,0.6912,0
1238,6,8,0,0,0,0,0,1.3824,0
1239,7,8,0,0,0,0,0,2.7648,0
1240,8,8,0,0,0,0,0,5.5296,0
1241,9,8,0,0,0,0,0,11.0592,0
1242,10,8,0,0,0,0,0,22.1184,0
1243,11,8,0,0,0,0,0,44.2368,0
1244,1,8,0,0,0,0,0,0.0432,0
1245,2,8,0,0,0,0,0,0.0864,0
1246,3,8,0,0,0,0,0,0.1728,0
1247,4,8,0,0,0,0,0,0.3456,0
1248,5,8,0,0,0,0,0,0.6912,0
1249,6,8,0,0,0,0,0,1.3824,0
1250,7,8,0,0,0,0,0,2.7648,0
1251,8,8,0,0,0,0,0,5.5296,0
1252,9,8,0,0,0,0,0,11.0592,0
1253,10,8,0,0,0,0,0,22.1184,0
1254,11,8,0,0,0,0,0,44.2368,0
1255,1,8,0,0,0,0,0,0.0432,0
1256,2,8,0,0,0,0,0,0.0864,0
1257,3,8,0,0,0,0,0,0.1728,0
1258,4,8,0,0,0,0,0,0.3456,0
1259,5,8,0,0,0,0,0,0.6912,0
1260,6,8,0,0,0,0,0,1.3824,0
1261,7,8,0,0,0,0,0,2.7648,0
1262,8,8,0,0,0,0,0,5.5296,0
1263,9,8,0,0,0,0,0,11.0592,0
1264,10,8,0,0,0,0,0,22.1184,0
1265,11,8,0,0,0,0,0,44.2368,0
1266,1,8,0,0,0,0,0,0.0432,0
1267,2,8,0,0,0,0,0,0.0864,0
1268,3,8,0,0,0,0,0,0.1728,0
1269,4,8,0,0,0,0,0,0.3456,0
1270,5,8,0,0,0,0,0,0.6912,0
1271,6,8,0,0,0,0,0,1.3824,0
1272,7,8,0,0,0,0,0,2.7648,0
1273,8,8,0,0,0,0,0,5.5296,0
1274,9,8,0,0,0,0,0,11.0592,0
1275,10,8,0,0,0,0,0,22.1184,0
1276,11,8,0,0,0,0,0,44.2368,0
1277,1,8,0,0,0,0,0,0.0432,0
1278,2,8,0,0,0,0,0,0.0864,0
1279,3,8,0,0,0,0,0,0.1728,0
1280,4,8,0,0,0,0,0,0.3456,0
1281,5,8,0,0,0,0,0,0.6912,0
1282,6,8,0,0,0,0,0,1.3824,0
1283,7,8,0,0,0,0,0,2.7648,0
1284,8,8,0,0,0,0,0,5.5296,0
1285,9,8,0,0,0,0,0,11.0592,0
1286,10,8,0,0,0,0,0,22.1184,0
1287,11,8,0,0,0,0,0,44.2368,0
1288,1,8,0,0,0,0,0,0.0432,0
1289,2,8,0,0,0,0,0,0.0864,0
1290,3,8,0,0,0,0,0,0.1728,0
1291,4,8,0,0,0,0,0,0.3456,0
1292,5,8,0,0,0,0,0,0.6912,0
1293,6,8,0,0,0,0,0,1.3824,0
1294,7,8,0,0,0,0,0,2.7648,0
1295,8,8,0,0,0,0,0,5.5296,0
1296,9,8,0,0,0,0,0,11.0592,0
1297,10,8,0,0,0,0,0,22.1184,0
1298,11,8,0,0,0,0,0,44.2368,0
1299,1,8,0,0,0,0,0,0.0432,0
1300,2,8,0,0,0,0,0,0.0864,0
1301,3,8,0,0,0,0,0,0.1728,0
1302,4,8,0,0,0,0,0,0.3456,0
1303,5,8,0,0,0,0,0,0.6912,0
1304,6,8,0,0,0,0,0,1.3824,0
1305,7,8,0,0,0,0,0,2.7648,0
1306,8,8,0,0,0,0,0,5.5296,0
1307,9,8,0,0,0,0,0,11.0592,0
1308,10,8,0,0,0,0,0,22.1184,0
1309,11,8,0,0,0,0,0,44.2368,0
1310,1,8,0,0,0,0,0,0.0432,0
1311,2,8,0,0,0,0,0,0.0864,0
1312,3,8,0,0,0,0,0,0.1728,0
1313,4,8,0,0,0,0,0,0.3456,0
1314,5,8,0,0,0,0,0,0.6912,0
1315,6,8,0,0,0,0,0,1.3824,0
1316,7,8,0,0,0,0,0,2.7648,0
1317,8,8,0,0,0,0,0,5.5296,0
1318,9,8,0,0,0,0,0,11.0592,0
1319,10,8,0,0,0,0,0,22.1184,0
1320,11,8,0,0,0,0,0,44.2368,0
1321,1,9,0,0,0,0,0,0.0432,0
1322,2,9,0,0,0,0,0,0.0864,0
1323,3,9,0,0,0,0,0,0.1728,0
1324,4,9,0,0,0,0,0,0.3456,0
1325,5,9,0,0,0,0,0,0.6912,0
1326,6,9,0,0,0,0,0,1.3824,0
1327,7,9,0,0,0,0,0,2.7648,0
1328,8,9,0,0,0,0,0,5.5296,0
1329,9,9,0,0,0,0,0,11.0592,0
1330,10,9,0,0,0,0,0,22.1184,0
1331,11,9,0,0,0,0,0,44.2368,0
1332,1,9,0,0,0,0,0,0.0432,0
1333,2,9,0,0,0,0,0,0.0864,0
1334,3,9,0,0,0,0,0,0.1728,0
1335,4,9,0,0,0,0,0,0.3456,0
1336,5,9,0,0,0,0,0,0.6912,0
1337,6,9,0,0,0,0,0,1.3824,0
1338,7,9,0,0,0,0,0,2.7648,0
1339,8,9,0,0,0,0,0,5.5296,0
1340,9,9,0,0,0,0,0,11.0592,0
1341,10,9,0,0,0,0,0,22.1184,0
1342,11,9,0,0,0,0,0,44.2368,0
1343,1,9,0,0,0,0,0,0.0432,0
1344,2,9,0,0,0,0,0,0.0864,0
1345,3,9,0,0,0,0,0,0.1728,0
1346,4,9,0,0,0,0,0,0.3456,0
1347,5,9,0,0,0,0,0,0.6912,0
1348,6,9,0,0,0,0,0,1.3824,0
1349,7,9,0,0,0,0,0,2.7648,0
1350,8,9,0,0,0,0,0,5.5296,0
1351,9,9,0,0,0,0,0,11.0592,0
1352,10,9,0,0,0,0,0,22.1184,0
1353,11,9,0,0,0,0,0,44.2368,0
1354,1,9,0,0,0,0,0,0.0432,0
1355,2,9,0,0,0,0,0,0.0864,0
1356,3,9,0,0,0,0,0,0.1728,0
1357,4,9,0,0,0,0,0,0.3456,0
1358,5,9,0,0,0,0,0,0.6912,0
1359,6,9,0,0,0,0,0,1.3824,0
1360,7,9,0,0,0,0,0,2.7648,0
1361,8,9,0,0,0,0,0,5.5296,0
1362,9,9,0,0,0,0,0,11.0592,0
1363,10,9,0,0,0,0,0,22.1184,0
1364,11,9,0,0,0,0,0,44.2368,0
1365,1,9,0,0,0,0,0,0.0432,0
1366,2,9,0,0,0,0,0,0.0864,0
1367,3,9,0,0,0,0,0,0.1728,0
1368,4,9,0,0,0,0,0,0.3456,0
1369,5,9,0,0,0,0,0,0.6912,0
1370,6,9,0,0,0,0,0,1.3824,0
1371,7,9,0,0,0,0,0,2.7648,0
1372,8,9,0,0,0,0,0,5.5296,0
1373,9,9,0,0,0,0,0,11.0592,0
1374,10,9,0,0,0,0,0,22.1184,0
1375,11,9,0,0,0,0,0,44.2368,0
1376,1,9,0,0,0,0,0,0.0432,0
1377,2,9,0,0,0,0,0,0.0864,0
1378,3,9,0,0,0,0,0,0.1728,0
1379,4,9,0,0,0,0,0,0.3456,0
1380,5,9,0,0,0,0,0,0.6912,0
1381,6,9,0,0,0,0,0,1.3824,0
1382,7,9,0,0,0,0,0,2.7648,0
1383,8,9,0,0,0,0,0,5.5296,0
1384,9,9,0,0,0,0,0,11.0592,0
1385,10,9,0,0,0,0,0,22.1184,0
1386,11,9,0,0,0,0,0,44.2368,0
1387,1,9,0,0,0,0,0,0.0432,0
1388,2,9,0,0,0,0,0,0.0864,0
1389,3,9,0,0,0,0,0,0.1728,0
1390,4,9,0,0,0,0,0,0.3456,0
1391,5,9,0,0,0,0,0,0.6912,0
1392,6,9,0,0,0,0,0,1.3824,0
1393,7,9,0,0,0,0,0,2.7648,0
1394,8,9,0,0,0,0,0,5.5296,0
1395,9,9,0,0,0,0,0,11.0592,0
1396,10,9,0,0,0,0,0,22.1184,0
1397,11,9,0,0,0,0,0,44.2368,0
1398,1,9,0,0,0,0,0,0.0432,0
1399,2,9,0,0,0,0,0,0.0864,0
1400,3,9,0,0,0,0,0,0.1728,0
1401,4,9,0,0,0,0,0,0.3456,0
1402,5,9,0,0,0,0,0,0.6912,0
1403,6,9,0,0,0,0,0,1.3824,0
1404,7,9,0,0,0,0,0,2.7648,0
1405,8,9,0,0,0,0,0,5.5296,0
1406,9,9,0,0,0,0,0,11.0592,0
1407,10,9,0,0,0,0,0,22.1184,0
1408,11,9,0,0,0,0,0,44.2368,0
1409,1,9,0,0,0,0,0,0.0432,0
1410,2,9,0,0,0,0,0,0.0864,0
1411,3,9,0,0,0,0,0,0.1728,0
1412,4,9,0,0,0,0,0,0.3456,0
1413,5,9,0,0,0,0,0,0.6912,0
1414,6,9,0,0,0,0,0,1.3824,0
1415,7,9,0,0,0,0,0,2.7648,0
1416,8,9,0,0,0,0,0,5.5296,0
1417,9,9,0,0,0,0,0,11.0592,0
1418,10,9,0,0,0,0,0,22.1184,0
1419,11,9,0,0,0,0,0,44.2368,0
1420,1,9,0,0,0,0,0,0.0432,0
1421,2,9,0,0,0,0,0,0.0864,0
1422,3,9,0,0,0,0,0,0.1728,0
1423,4,9,0,0,0,0,0,0.3456,0
1424,5,9,0,0,0,0,0,0.6912,0
1425,6,9,0,0,0,0,0,1.3824,0
1426,7,9,0,0,0,0,0,2.7648,0
1427,8,9,0,0,0,0,0,5.5296,0
1428,9,9,0,0,0,0,0,11.0592,0
1429,10,9,0,0,0,0,0,22.1184,0
1430,11,9,0,0,0,0,0,44.2368,0
1431,1,9,0,0,0,0,0,0.0432,0
1432,2,9,0,0,0,0,0,0.0864,0
1433,3,9,0,0,0,0,0,0.1728,0
1434,4,9,0,0,0,0,0,0.3456,0
1435,5,9,0,0,0,0,0,0.6912,0
1436,6,9,0,0,0,0,0,1.3824,0
1437,7,9,0,0,0,0,0,2.7648,0
1438,8,9,0,0,0,0,0,5.5296,0
1439,9,9,0,0,0,0,0,11.0592,0
1440,10,9,0,0,0,0,0,22.1184,0
1441,11,9,0,0,0,0,0,44.2368,0
1442,1,9,0,0,0,0,0,0.0432,0
1443,2,9,0,0,0,0,0,0.0864,0
1444,3,9,0,0,0,0,0,0.1728,0
1445,4,9,0,0,0,0,0,0.3456,0
1446,5,9,0,0,0,0,0,0.6912,0
1447,6,9,0,0,0,0,0,1.3824,0
1448,7,9,0,0,0,0,0,2.7648,0
1449,8,9,0,0,0,0,0,5.5296,0
1450,9,9,0,0,0,0,0,11.0592,0
1451,10,9,0,0,0,0,0,22.1184,0
1452,11,9,0,0,0,0,0,44.2368,0
1453,1,9,0,0,0,0,0,0.0432,0
1454,2,9,0,0,0,0,0,0.0864,0
1455,3,9,0,0,0,0,0,0.1728,0
1456,4,9,0,0,0,0,0,0.3456,0
1457,5,9,0,0,0,0,0,0.6912,0
1458,6,9,0,0,0,0,0,1.3824,0
1459,7,9,0,0,0,0,0,2.7648,0
1460,8,9,0,0,0,0,0,5.5296,0
1461,9,9,0,0,0,0,0,11.0592,0
1462,10,9,0,0,0,0,0,22.1184,0
1463,11,9,0,0,0,0,0,44.2368,0
1464,1,9,0,0,0,0,0,0.0432,0
1465,2,9,0,0,0,0,0,0.0864,0
1466,3,9,0,0,0,0,0,0.1728,0
1467,4,9,0,0,0,0,0,0.3456,0
1468,5,9,0,0,0,0,0,0.6912,0
1469,6,9,0,0,0,0,0,1.3824,0
1470,7,9,0,0,0,0,0,2.7648,0
1471,8,9,0,0,0,0,0,5.5296,0
1472,9,9,0,0,0,0,0,11.0592,0
1473,10,9,0,0,0,0,0,22.1184,0
1474,11,9,0,0,0,0,0,44.2368,0
1475,1,9,0,0,0,0,0,0.0432,0
1476,2,9,0,0,0,0,0,0.0864,0
1477,3,9,0,0,0,0,0,0.1728,0
1478,4,9,0,0,0,0,0,0.3456,0
1479,5,9,0,0,0,0,0,0.6912,0
1480,6,9,0,0,0,0,0,1.3824,0
1481,7,9,0,0,0,0,0,2.7648,0
1482,8,9,0,0,0,0,0,5.5296,0
1483,9,9,0,0,0,0,0,11.0592,0
1484,10,9,0,0,0,0,0,22.1184,0
1485,11,9,0,0,0,0,0,44.2368,0
1486,1,10,0,0,0,0,0,0.0432,0
1487,2,10,0,0,0,0,0,0.0864,0
1488,3,10,0,0,0,0,0,0.1728,0
1489,4,10,0,0,0,0,0,0.3456,0
1490,5,10,0,0,0,0,0,0.6912,0
1491,6,10,0,0,0,0,0,1.3824,0
1492,7,10,0,0,0,0,0,2.7648,0
1493,8,10,0,0,0,0,0,5.5296,0
1494,9,10,0,0,0,0,0,11.0592,0
1495,10,10,0,0,0,0,0,22.1184,0
1496,11,10,0,0,0,0,0,44.2368,0
1497,1,10,0,0,0,0,0,0.0432,0
1498,2,10,0,0,0,0,0,0.0864,0
1499,3,10,0,0,0,0,0,0.1728,0
1500,4,10,0,0,0,0,0,0.3456,0
1501,5,10,0,0,0,0,0,0.6912,0
1502,6,10,0,0,0,0,0,1.3824,0
1503,7,10,0,0,0,0,0,2.7648,0
1504,8,10,0,0,0,0,0,5.5296,0
1505,9,10,0,0,0,0,0,11.0592,0
1506,10,10,0,0,0,0,0,22.1184,0
1507,11,10,0,0,0,0,0,44.2368,0
1508,1,10,0,0,0,0,0,0.0432,0
1509,2,10,0,0,0,0,0,0.0864,0
1510,3,10,0,0,0,0,0,0.1728,0
1511,4,10,0,0,0,0,0,0.3456,0
1512,5,10,0,0,0,0,0,0.6912,0
1513,6,10,0,0,0,0,0,1.3824,0
1514,7,10,0,0,0,0,0,2.7648,0
1515,8,10,0,0,0,0,0,5.5296,0
1516,9,10,0,0,0,0,0,11.0592,0
1517,10,10,0,0,0,0,0,22.1184,0
1518,11,10,0,0,0,0,0,44.2368,0
1519,1,10,0,0,0,0,0,0.0432,0
1520,2,10,0,0,0,0,0,0.0864,0
1521,3,10,0,0,0,0,0,0.1728,0
1522,4,10,0,0,0,0,0,0.3456,0
1523,5,10,0,0,0,0,0,0.6912,0
1524,6,10,0,0,0,0,0,1.3824,0
1525,7,10,0,0,0,0,0,2.7648,0
1526,8,10,0,0,0,0,0,5.5296,0
1527,9,10,0,0,0,0,0,11.0592,0
1528,10,10,0,0,0,0,0,22.1184,0
1529,11,10,0,0,0,0,0,44.2368,0
1530,1,10,0,0,0,0,0,0.0432,0
1531,2,10,0,0,0,0,0,0.0864,0
1532,3,10,0,0,0,0,0,0.1728,0
1533,4,10,0,0,0,0,0,0.3456,0
1534,5,10,0,0,0,0,0,0.6912,0
1535,6,10,0,0,0,0,0,1.3824,0
1536,7,10,0,0,0,0,0,2.7648,0
1537,8,10,0,0,0,0,0,5.5296,0
1538,9,10,0,0,0,0,0,11.0592,0
1539,10,10,0,0,0,0,0,22.1184,0
1540,11,10,0,0,0,0,0,44.2368,0
1541,1,10,0,0,0,0,0,0.0432,0
1542,2,10,0,0,0,0,0,0.0864,0
1543,3,10,0,0,0,0,0,0.1728,0
1544,4,10,0,0,0,0,0,0.3456,0
1545,5,10,0,0,0,0,0,0.6912,0
1546,6,10,0,0,0,0,0,1.3824,0
1547,7,10,0,0,0,0,0,2.7648,0
1548,8,10,0,0,0,0,0,5.5296,0
1549,9,10,0,0,0,0,0,11.0592,0
1550,10,10,0,0,0,0,0,22.1184,0
1551,11,10,0,0,0,0,0,44.2368,0
1552,1,10,0,0,0,0,0,0.0432,0
1553,2,10,0,0,0,0,0,0.0864,0
1554,3,10,0,0,0,0,0,0.1728,0
1555,4,10,0,0,0,0,0,0.3456,0
1556,5,10,0,0,0,0,0,0.6912,0
1557,6,10,0,0,0,0,0,1.3824,0
1558,7,10,0,0,0,0,0,2.7648,0
1559,8,10,0,0,0,0,0,5.5296,0
1560,9,10,0,0,0,0,0,11.0592,0
1561,10,10,0,0,0,0,0,22.1184,0
1562,11,10,0,0,0,0,0,44.2368,0
1563,1,10,0,0,0,0,0,0.0432,0
1564,2,10,0,0,0,0,0,0.0864,0
1565,3,10,0,0,0,0,0,0.1728,0
1566,4,10,0,0,0,0,0,0.3456,0
1567,5,10,0,0,0,0,0,0.6912,0
1568,6,10,0,0,0,0,0,1.3824,0
1569,7,10,0,0,0,0,0,2.7648,0
1570,8,10,0,0,0,0,0,5.5296,0
1571,9,10,0,0,0,0,0,11.0592,0
1572,10,10,0,0,0,0,0,22.1184,0
1573,11,10,0,0,0,0,0,44.2368,0
1574,1,10,0,0,0,0,0,0.0432,0
1575,2,10,0,0,0,0,0,0.0864,0
1576,3,10,0,0,0,0,0,0.1728,0
1577,4,10,0,0,0,0,0,0.3456,0
1578,5,10,0,0,0,0,0,0.6912,0
1579,6,10,0,0,0,0,0,1.3824,0
1580,7,10,0,0,0,0,0,2.7648,0
1581,8,10,0,0,0,0,0,5.5296,0
1582,9,10,0,0,0,0,0,11.0592,0
1583,10,10,0,0,0,0,0,22.1184,0
1584,11,10,0,0,0,0,0,44.2368,0
1585,1,10,0,0,0,0,0,0.0432,0
1586,2,10,0,0,0,0,0,0.0864,0
1587,3,10,0,0,0,0,0,0.1728,0
1588,4,10,0,0,0,0,0,0.3456,0
1589,5,10,0,0,0,0,0,0.6912,0
1590,6,10,0,0,0,0,0,1.3824,0
1591,7,10,0,0,0,0,0,2.7648,0
1592,8,10,0,0,0,0,0,5.5296,0
1593,9,10,0,0,0,0,0,11.0592,0
1594,10,10,0,0,0,0,0,22.1184,0
1595,11,10,0,0,0,0,0,44.2368,0
1596,1,10,0,0,0,0,0,0.0432,0
1597,2,10,0,0,0,0,0,0.0864,0
1598,3,10,0,0,0,0,0,0.1728,0
1599,4,10,0,0,0,0,0,0.3456,0
1600,5,10,0,0,0,0,0,0.6912,0
1601,6,10,0,0,0,0,0,1.3824,0
1602,7,10,0,0,0,0,0,2.7648,0
1603,8,10,0,0,0,0,0,5.5296,0
1604,9,10,0,0,0,0,0,11.0592,0
1605,10,10,0,0,0,0,0,22.1184,0
1606,11,10,0,0,0,0,0,44.2368,0
1607,1,10,0,0,0,0,0,0.0432,0
1608,2,10,0,0,0,0,0,0.0864,0
1609,3,10,0,0,0,0,0,0.1728,0
1610,4,10,0,0,0,0,0,0.3456,0
1611,5,10,0,0,0,0,0,0.6912,0
1612,6,10,0,0,0,0,0,1.3824,0
1613,7,10,0,0,0,0,0,2.7648,0
1614,8,10,0,0,0,0,0,5.5296,0
1615,9,10,0,0,0,0,0,11.0592,0
1616,10,10,0,0,0,0,0,22.1184,0
1617,11,10,0,0,0,0,0,44.2368,0
1618,1,10,0,0,0,0,0,0.0432,0
1619,2,10,0,0,0,0,0,0.0864,0
1620,3,10,0,0,0,0,0,0.1728,0
1621,4,10,0,0,0,0,0,0.3456,0
1622,5,10,0,0,0,0,0,0.6912,0
1623,6,10,0,0,0,0,0,1.3824,0
1624,7,10,0,0,0,0,0,2.7648,0
1625,8,10,0,0,0,0,0,5.5296,0
1626,9,10,0,0,0,0,0,11.0592,0
1627,10,10,0,0,0,0,0,22.1184,0
1628,11,10,0,0,0,0,0,44.2368,0
1629,1,10,0,0,0,0,0,0.0432,0
1630,2,10,0,0,0,0,0,0.0864,0
1631,3,10,0,0,0,0,0,0.1728,0
1632,4,10,0,0,0,0,0,0.3456,0
1633,5,10,0,0,0,0,0,0.6912,0
1634,6,10,0,0,0,0,0,1.3824,0
1635,7,10,0,0,0,0,0,2.7648,0
1636,8,10,0,0,0,0,0,5.5296,0
1637,9,10,0,0,0,0,0,11.0592,0
1638,10,10,0,0,0,0,0,22.1184,0
1639,11,10,0,0,0,0,0,44.2368,0
1640,1,10,0,0,0,0,0,0.0432,0
1641,2,10,0,0,0,0,0,0.0864,0
1642,3,10,0,0,0,0,0,0.1728,0
1643,4,10,0,0,0,0,0,0.3456,0
1644,5,10,0,0,0,0,0,0.6912,0
1645,6,10,0,0,0,0,0,1.3824,0
1646,7,10,0,0,0,0,0,2.7648,0
1647,8,10,0,0,0,0,0,5.5296,0
1648,9,10,0,0,0,0,0,11.0592,0
1649,10,10,0,0,0,0,0,22.1184,0
1650,11,10,0,0,0,0,0,44.2368,0
1651,1,11,0,0,0,0,0,0.0432,0
1652,2,11,0,0,0,0,0,0.0864,0
1653,3,11,0,0,0,0,0,0.1728,0
1654,4,11,0,0,0,0,0,0.3456,0
1655,5,11,0,0,0,0,0,0.6912,0
1656,6,11,0,0,0,0,0,1.3824,0
1657,7,11,0,0,0,0,0,2.7648,0
1658,8,11,0,0,0,0,0,5.5296,0
1659,9,11,0,0,0,0,0,11.0592,0
1660,10,11,0,0,0,0,0,22.1184,0
1661,11,11,0,0,0,0,0,44.2368,0
1662,1,11,0,0,0,0,0,0.0432,0
1663,2,11,0,0,0,0,0,0.0864,0
1664,3,11,0,0,0,0,0,0.1728,0
1665,4,11,0,0,0,0,0,0.3456,0
1666,5,11,0,0,0,0,0,0.6912,0
1667,6,11,0,0,0,0,0,1.3824,0
1668,7,11,0,0,0,0,0,2.7648,0
1669,8,11,0,0,0,0,0,5.5296,0
1670,9,11,0,0,0,0,0,11.0592,0
1671,10,11,0,0,0,0,0,22.1184,0
1672,11,11,0,0,0,0,0,44.2368,0
1673,1,11,0,0,0,0,0,0.0432,0
1674,2,11,0,0,0,0,0,0.0864,0
1675,3,11,0,0,0,0,0,0.1728,0
1676,4,11,0,0,0,0,0,0.3456,0
1677,5,11,0,0,0,0,0,0.6912,0
1678,6,11,0,0,0,0,0,1.3824,0
1679,7,11,0,0,0,0,0,2.7648,0
1680,8,11,0,0,0,0,0,5.5296,0
1681,9,11,0,0,0,0,0,11.0592,0
1682,10,11,0,0,0,0,0,22.1184,0
1683,11,11,0,0,0,0,0,44.2368,0
1684,1,11,0,0,0,0,0,0.0432,0
1685,2,11,0,0,0,0,0,0.0864,0
1686,3,11,0,0,0,0,0,0.1728,0
1687,4,11,0,0,0,0,0,0.3456,0
1688,5,11,0,0,0,0,0,0.6912,0
1689,6,11,0,0,0,0,0,1.3824,0
1690,7,11,0,0,0,0,0,2.7648,0
1691,8,11,0,0,0,0,0,5.5296,0
1692,9,11,0,0,0,0,0,11.0592,0
1693,10,11,0,0,0,0,0,22.1184,0
1694,11,11,0,0,0,0,0,44.2368,0
1695,1,11,0,0,0,0,0,0.0432,0
1696,2,11,0,0,0,0,0,0.0864,0
1697,3,11,0,0,0,0,0,0.1728,0
1698,4,11,0,0,0,0,0,0.3456,0
1699,5,11,0,0,0,0,0,0.6912,0
1700,6,11,0,0,0,0,0,1.3824,0
1701,7,11,0,0,0,0,0,2.7648,0
1702,8,11,0,0,0,0,0,5.5296,0
1703,9,11,0,0,0,0,0,11.0592,0
1704,10,11,0,0,0,0,0,22.1184,0
1705,11,11,0,0,0,0,0,44.2368,0
1706,1,11,0,0,0,0,0,0.0432,0
1707,2,11,0,0,0,0,0,0.0864,0
1708,3,11,0,0,0,0,0,0.1728,0
1709,4,11,0,0,0,0,0,0.3456,0
1710,5,11,0,0,0,0,0,0.6912,0
1711,6,11,0,0,0,0,0,1.3824,0
1712,7,11,0,0,0,0,0,2.7648,0
1713,8,11,0,0,0,0,0,5.5296,0
1714,9,11,0,0,0,0,0,11.0592,0
1715,10,11,0,0,0,0,0,22.1184,0
1716,11,11,0,0,0,0,0,44.2368,0
1717,1,11,0,0,0,0,0,0.0432,0
1718,2,11,0,0,0,0,0,0.0864,0
1719,3,11,0,0,0,0,0,0.1728,0
1720,4,11,0,0,0,0,0,0.3456,0
1721,5,11,0,0,0,0,0,0.6912,0
1722,6,11,0,0,0,0,0,1.3824,0
1723,7,11,0,0,0,0,0,2.7648,0
1724,8,11,0,0,0,0,0,5.5296,0
1725,9,11,0,0,0,0,0,11.0592,0
1726,10,11,0,0,0,0,0,22.1184,0
1727,11,11,0,0,0,0,0,44.2368,0
1728,1,11,0,0,0,0,0,0.0432,0
1729,2,11,0,0,0,0,0,0.0864,0
1730,3,11,0,0,0,0,0,0.1728,0
1731,4,11,0,0,0,0,0,0.3456,0
1732,5,11,0,0,0,0,0,0.6912,0
1733,6,11,0,0,0,0,0,1.3824,0
1734,7,11,0,0,0,0,0,2.7648,0
1735,8,11,0,0,0,0,0,5.5296,0
1736,9,11,0,0,0,0,0,11.0592,0
1737,10,11,0,0,0,0,0,22.1184,0
1738,11,11,0,0,0,0,0,44.2368,0
1739,1,11,0,0,0,0,0,0.0432,0
1740,2,11,0,0,0,0,0,0.0864,0
1741,3,11,0,0,0,0,0,0.1728,0
1742,4,11,0,0,0,0,0,0.3456,0
1743,5,11,0,0,0,0,0,0.6912,0
1744,6,11,0,0,0,0,0,1.3824,0
1745,7,11,0,0,0,0,0,2.7648,0
1746,8,11,0,0,0,0,0,5.5296,0
1747,9,11,0,0,0,0,0,11.0592,0
1748,10,11,0,0,0,0,0,22.1184,0
1749,11,11,0,0,0,0,0,44.2368,0
1750,1,11,0,0,0,0,0,0.0432,0
1751,2,11,0,0,0,0,0,0.0864,0
1752,3,11,0,0,0,0,0,0.1728,0
1753,4,11,0,0,0,0,0,0.3456,0
1754,5,11,0,0,0,0,0,0.6912,0
1755,6,11,0,0,0,0,0,1.3824,0
1756,7,11,0,0,0,0,0,2.7648,0
1757,8,11,0,0,0,0,0,5.5296,0
1758,9,11,0,0,0,0,0,11.0592,0
1759,10,11,0,0,0,0,0,22.1184,0
1760,11,11,0,0,0,0,0,44.2368,0
1761,1,11,0,0,0,0,0,0.0432,0
1762,2,11,0,0,0,0,0,0.0864,0
1763,3,11,0,0,0,0,0,0.1728,0
1764,4,11,0,0,0,0,0,0.3456,0
1765,5,11,0,0,0,0,0,0.6912,0
1766,6,11,0,0,0,0,0,1.3824,0
1767,7,11,0,0,0,0,0,2.7648,0
1768,8,11,0,0,0,0,0,5.5296,0
1769,9,11,0,0,0,0,0,11.0592,0
1770,10,11,0,0,0,0,0,22.1184,0
